symbol,signals,wins,losses,win_rate,net_pips,expectancy
InternationalFlavors,107,43,64,40.18691588785047,272128.57142857136,2543.257676902536
Boeing,106,38,68,35.84905660377358,269300.0000000003,2540.5660377358518
Atlassian,94,35,59,37.234042553191486,238585.71428571374,2538.145896656529
Hexagon,97,39,58,40.20618556701031,246071.4285714287,2536.8188512518423
Cadence,94,34,60,36.17021276595745,237914.28571428772,2531.003039513699
Omnicom,96,37,59,38.54166666666667,242814.28571428472,2529.3154761904657
Skyworks,107,43,64,40.18691588785047,270085.7142857139,2524.1655540720926
Industrivarden,83,30,53,36.144578313253014,206871.42857142925,2492.4268502581835
DollarGeneral,98,39,59,39.795918367346935,243928.57142857194,2489.067055393591
DTE,78,30,48,38.46153846153847,193171.42857142788,2476.5567765567675
Black&Decker,99,38,61,38.38383838383838,239628.57142857145,2420.4906204906206
ThomsonReuters,89,34,55,38.20224719101123,215142.85714285824,2417.335473515261
Airbnb,100,40,60,40.0,241057.14285714232,2410.571428571423
Nike,89,38,51,42.69662921348314,213371.42857142925,2397.431781701452
Mowi,91,36,55,39.56043956043956,217307.14285714368,2387.990580847733
BNPParibas,92,39,53,42.391304347826086,219171.42857142814,2382.298136645958
Soitec,87,35,52,40.229885057471265,206611.4285714289,2374.8440065681484
W.R.Berkley,79,35,44,44.303797468354425,186314.2857142856,2358.4086799276656
StateStreet,94,34,60,36.17021276595745,220642.85714285722,2347.2644376899702
Kohls,97,45,52,46.391752577319586,222099.9999999998,2289.6907216494824
Boliden,103,37,66,35.92233009708738,234571.42857143047,2277.392510402238
Toronto-Dominion,86,40,46,46.51162790697674,192942.8571428572,2243.521594684386
TradeDesk,86,36,50,41.86046511627907,189714.28571428556,2205.980066445181
Albemarle,92,31,61,33.69565217391305,202757.14285714307,2203.881987577642
Amazon,103,37,66,35.92233009708738,225828.5714285722,2192.5104022191476
AMD_turbo,89,33,56,37.07865168539326,194471.42857142835,2185.0722311396444
ErsteGroupBank,95,40,55,42.10526315789473,206685.71428571414,2175.6390977443593
BuzziUnicem,86,37,49,43.02325581395349,186614.28571428536,2169.9335548172717
Zebra,89,30,59,33.70786516853933,192899.999999997,2167.415730337045
Cargotec,110,46,64,41.81818181818181,237314.285714286,2157.4025974026
Cardinal,94,35,59,37.234042553191486,199199.9999999983,2119.1489361701947
AlaskaAir,102,41,61,40.19607843137255,213414.28571428577,2092.2969187675076
Medtronic,82,34,48,41.46341463414634,169814.2857142864,2070.905923344956
LaboratoryCorporation,104,40,64,38.46153846153847,214314.2857142823,2060.714285714253
Crown,90,39,51,43.333333333333336,185285.71428571487,2058.7301587301654
Shopify,98,37,61,37.755102040816325,196685.71428571612,2006.9970845481237
WoltersKluwer,101,39,62,38.613861386138616,202428.57142857095,2004.2432814709996
Salesforce,97,33,64,34.02061855670103,193199.99999999872,1991.7525773195744
EXACT,86,32,54,37.2093023255814,168542.85714285754,1959.8006644518318
AmerisourceBergen,98,36,62,36.734693877551024,188842.8571428574,1926.967930029157
ON-Semiconductor,108,45,63,41.66666666666667,204214.2857142857,1890.873015873016
Novartis,100,42,58,42.0,188871.42857142977,1888.7142857142978
AlfaLaval,103,37,66,35.92233009708738,194428.57142857247,1887.6560332871113
MagnaInternational,89,38,51,42.69662921348314,166557.142857143,1871.428571428573
SouthernCopper,99,36,63,36.36363636363637,185099.99999999997,1869.6969696969693
Micron,102,38,64,37.254901960784316,189357.1428571422,1856.442577030806
Acciona,93,35,58,37.634408602150536,172571.42857142698,1855.6067588325482
RossStores,98,35,63,35.714285714285715,176242.85714285652,1798.3965014577195
Leidos,99,37,62,37.37373737373738,177828.57142857136,1796.2481962481957
OldRepublic,89,40,49,44.9438202247191,158285.71428571397,1778.4911717495952
Kuehne&Nagel,105,40,65,38.095238095238095,186428.5714285728,1775.5102040816455
CIENA,93,29,64,31.182795698924732,163871.4285714288,1762.0583717357936
Lennar,99,38,61,38.38383838383838,170571.42857142966,1722.943722943734
Loreal,104,38,66,36.53846153846153,175285.71428571627,1685.4395604395795
HarrisWinners,97,34,63,35.051546391752574,161671.42857142404,1666.715758468289
Arista,90,32,58,35.55555555555556,149714.2857142866,1663.4920634920734
Paypal,97,37,60,38.144329896907216,161014.28571428554,1659.9410898379952
Inditex,97,44,53,45.36082474226804,159222.85714285698,1641.472754050072
Bakkafrost,105,37,68,35.23809523809524,169857.14285714173,1617.6870748299214
PVH,83,32,51,38.55421686746988,134214.28571428588,1617.039586919107
NCC,93,32,61,34.40860215053764,147357.14285714246,1584.485407066048
CarlZeiss,102,42,60,41.17647058823529,161485.7142857146,1583.1932773109274
KBC,110,45,65,40.909090909090914,172485.71428571385,1568.051948051944
Pepsico,100,38,62,38.0,154842.85714285742,1548.4285714285743
M&T,97,39,58,40.20618556701031,149785.71428571545,1544.182621502221
CanadianNaturalResources,104,46,58,44.230769230769226,158900.00000000044,1527.8846153846196
CoStar,88,34,54,38.63636363636363,132314.2857142864,1503.5714285714364
TaiwanCash,92,34,58,36.95652173913043,138028.57142857017,1500.3105590061975
Trelleborg,107,38,69,35.51401869158878,160099.99999999825,1496.2616822429743
SocieteGen,93,38,55,40.86021505376344,139104.28571428556,1495.7450076804898
International,103,43,60,41.74757281553398,153699.9999999997,1492.233009708735
Gjensidige,98,35,63,35.714285714285715,145845.71428571382,1488.2215743440186
Moncler,100,40,60,40.0,147811.42857142864,1478.1142857142863
TJX,86,34,52,39.53488372093023,127099.99999999891,1477.9069767441733
UBS,93,46,47,49.46236559139785,137314.28571428588,1476.4976958525365
DexCom,87,34,53,39.08045977011494,128171.42857142855,1473.2348111658455
Laredo,94,42,52,44.680851063829785,137042.85714285725,1457.9027355623111
RealtyIncome,97,43,54,44.329896907216494,140628.5714285715,1449.7790868924897
T-Rowe,104,39,65,37.5,150271.42857142817,1444.9175824175786
Sea,96,36,60,37.5,137628.5714285713,1433.6309523809512
McCormick,88,36,52,40.909090909090914,125271.4285714291,1423.538961038967
CanadianImperialBank,97,40,57,41.23711340206185,136857.14285714278,1410.898379970544
Mastercard,100,37,63,37.0,139971.4285714269,1399.714285714269
Range,90,38,52,42.22222222222222,125514.28571428577,1394.6031746031751
Pentair,88,36,52,40.909090909090914,122328.57142857165,1390.097402597405
GEA,94,41,53,43.61702127659575,127500.00000000013,1356.3829787234056
Gerresheimer,105,42,63,40.0,141371.4285714284,1346.3945578231276
Brookfield,99,39,60,39.39393939393939,133000.0,1343.4343434343434
Volkswagen,82,32,50,39.02439024390244,109214.28571428606,1331.8815331010494
Kone,100,43,57,43.0,132752.8571428571,1327.528571428571
ZoomVideo,112,42,70,37.5,148214.28571428507,1323.341836734688
Phillips66,86,33,53,38.372093023255815,113514.28571428597,1319.9335548172787
Square,92,37,55,40.21739130434783,120599.99999999958,1310.8695652173867
BakerHughes,103,43,60,41.74757281553398,133757.1428571427,1298.6130374479874
Zions,91,36,55,39.56043956043956,117942.85714285713,1296.0753532182102
BostonScientific,81,31,50,38.2716049382716,104685.71428571451,1292.4162257495618
Securitas,110,44,66,40.0,142000.0000000015,1290.9090909091046
Arm Holdings,88,33,55,37.5,112900.00000000183,1282.9545454545662
LendingClub,96,44,52,45.83333333333333,122399.99999999993,1274.9999999999993
EastmanChemical,94,35,59,37.234042553191486,118785.71428571397,1263.6778115501486
RemyCointreau,99,38,61,38.38383838383838,125028.57142857138,1262.9148629148624
AIG,98,39,59,39.795918367346935,121842.85714285713,1243.2944606413994
Otis,106,42,64,39.62264150943396,131285.71428571522,1238.5444743935398
DuPont,89,37,52,41.57303370786517,108657.14285714236,1220.8667736757568
Abbott,91,34,57,37.362637362637365,110571.42857142913,1215.0706436420785
IntrumJustitia,95,39,56,41.05263157894737,115100.0,1211.578947368421
Next,102,37,65,36.27450980392157,123257.14285714201,1208.4033613445295
Holcim,112,46,66,41.07142857142857,134557.14285714272,1201.4030612244885
Fresnillo,90,37,53,41.11111111111111,107928.57142857152,1199.2063492063503
Expeditors,97,37,60,38.144329896907216,113314.28571428664,1168.188512518419
Ferguson,108,39,69,36.11111111111111,125714.28571428443,1164.0211640211521
Coinbase,97,33,64,34.02061855670103,112242.85714285451,1157.14285714283
ACS,87,32,55,36.7816091954023,100500.0,1155.1724137931035
FortuneBrands,88,34,54,38.63636363636363,101000.00000000033,1147.7272727272766
Intertek,81,37,44,45.67901234567901,91300.00000000003,1127.160493827161
Kinnevik,94,37,57,39.361702127659576,104685.71428571387,1113.6778115501475
Knight-Swift,95,36,59,37.89473684210527,104299.99999999968,1097.8947368421018
RepublicServices,84,33,51,39.285714285714285,91399.99999999903,1088.0952380952265
Dropbox,94,40,54,42.5531914893617,101471.42857142868,1079.4832826747731
SuncorEnergy,96,40,56,41.66666666666667,103557.14285714326,1078.7202380952424
CVS,107,41,66,38.31775700934579,114514.28571428586,1070.2269692923912
Cofinimmo,84,31,53,36.904761904761905,89312.85714285783,1063.2482993197361
ModernTimes,96,39,57,40.625,101671.42857142826,1059.0773809523778
WynnResorts,86,32,54,37.2093023255814,89785.714285714,1044.0199335548139
Ackermans,105,38,67,36.19047619047619,108547.14285714387,1033.7823129251797
3iGroup,86,34,52,39.53488372093023,88328.57142857154,1027.0764119601342
CNX,86,34,52,39.53488372093023,88114.28571428602,1024.584717607977
Admiral,88,40,48,45.45454545454545,89142.85714285738,1012.9870129870156
UiPath,94,44,50,46.808510638297875,93542.85714285719,995.136778115502
Comerica,98,39,59,39.795918367346935,97114.28571428634,990.9620991253707
AMEX,93,32,61,34.40860215053764,91785.7142857135,986.9431643625107
NextEra,111,41,70,36.93693693693694,109142.85714285725,983.2689832689842
CapriHoldings,89,37,52,41.57303370786517,86985.71428571436,977.3675762439816
Generac,105,38,67,36.19047619047619,102357.14285714223,974.8299319727831
LSE,94,34,60,36.17021276595745,89600.00000000006,953.1914893617028
Textron,91,34,57,37.362637362637365,86414.28571428636,949.6075353218282
UCB,94,32,62,34.04255319148936,88357.14285714229,939.9696048632159
Sodexo,90,36,54,40.0,83585.71428571406,928.7301587301562
IPG,98,40,58,40.816326530612244,89514.28571428583,913.4110787172023
Altcoins_INDX,92,35,57,38.04347826086957,82999.99999999872,902.1739130434644
GlobeLife,88,34,54,38.63636363636363,79299.99999999956,901.1363636363586
IndraSistemas,102,41,61,40.19607843137255,90915.71428571426,891.3305322128849
CFIndustries,92,34,58,36.95652173913043,81928.57142857107,890.5279503105551
Marketaxess,90,36,54,40.0,79942.85714285666,888.253968253963
Unilever,96,41,55,42.70833333333333,84759.99999999964,882.9166666666629
Husqvarna,89,34,55,38.20224719101123,77528.57142857175,871.1075441412556
CA60Cash,106,38,68,35.84905660377358,91171.42857144024,860.1078167117004
Loews,89,36,53,40.44943820224719,74728.57142857143,839.6468699839487
Richemont,88,32,56,36.36363636363637,73428.57142857143,834.4155844155845
Alstom,93,41,52,44.086021505376344,76441.4285714284,821.9508448540689
Fastenal,101,41,60,40.5940594059406,82171.42857142883,813.5785007072161
Nucor,96,33,63,34.375,78100.00000000109,813.541666666678
RestaurantBrands,91,34,57,37.362637362637365,74000.00000000012,813.1868131868144
DaVita,97,33,64,34.02061855670103,78814.28571428562,812.518409425625
DTBoerse,94,33,61,35.1063829787234,75485.714285714,803.0395136778085
Macys,77,32,45,41.55844155844156,61671.42857142857,800.9276437847867
NIQ Global Intelligence,68,27,41,39.705882352941174,53614.28571428572,788.4453781512606
Schibsted,87,33,54,37.93103448275862,68314.28571428829,785.2216748768768
MarathonOil,111,45,66,40.54054054054054,87057.14285714278,784.2985842985836
Infineon,98,38,60,38.775510204081634,76335.71428571425,778.9358600583087
PrincipalFinancial,87,35,52,40.229885057471265,66814.28571428604,767.9802955665062
Wisconsin,91,37,54,40.65934065934066,69214.28571428635,760.596546310839
RogersCommunications,101,39,62,38.613861386138616,76000.00000000026,752.4752475247551
Trip,102,37,65,36.27450980392157,76071.42857142795,745.798319327725
Teva,87,34,53,39.08045977011494,64771.42857142855,744.4991789819373
Dow,96,35,61,36.45833333333333,71385.71428571451,743.6011904761928
CMS,93,38,55,40.86021505376344,68628.57142857101,737.9416282642044
Sanofi,83,33,50,39.75903614457831,60728.57142857266,731.6695352840079
Puma,97,38,59,39.175257731958766,70971.42857142873,731.6642120765848
Coca-Cola,87,34,53,39.08045977011494,62614.28571428554,719.704433497535
On Holding,86,32,54,37.2093023255814,61785.71428571458,718.4385382059835
BayerAG,87,35,52,40.229885057471265,62199.999999999905,714.9425287356311
DiaSorin,95,35,60,36.84210526315789,67248.57142857168,707.879699248123
CRH,109,39,70,35.77981651376147,76791.42857142913,704.508519003937
Jumbo,90,37,53,41.11111111111111,63219.99999999998,702.4444444444442
Hasbro,102,41,61,40.19607843137255,69085.71428571423,677.3109243697473
ANSYS,81,28,53,34.5679012345679,54800.000000000466,676.543209876549
Temenos,92,33,59,35.869565217391305,61285.714285714756,666.1490683229865
Corteva,95,37,58,38.94736842105263,62757.14285714253,660.601503759395
BATobacco,92,36,56,39.130434782608695,60614.285714285885,658.8509316770205
KinrossGold,85,34,51,40.0,55442.857142857036,652.268907563024
Super Micro Computer,83,28,55,33.734939759036145,53899.99999999995,649.3975903614452
BMW,89,34,55,38.20224719101123,57742.85714285736,648.7961476725546
BRENT-MAR26,93,38,55,40.86021505376344,59057.142857142506,635.0230414746507
BarrickGold,84,32,52,38.095238095238095,53314.28571428573,634.6938775510206
DNO,105,45,60,42.857142857142854,66557.142857143,633.8775510204096
Whitbread,81,33,48,40.74074074074074,50885.71428571436,628.2186948853625
EQT,95,35,60,36.84210526315789,59557.14285714274,626.9172932330814
Trane,88,33,55,37.5,55014.285714283906,625.1623376623171
BioNTech,98,39,59,39.795918367346935,61071.428571428856,623.1778425656006
Logitech,107,40,67,37.38317757009346,65885.71428571516,615.7543391188333
Danone,97,36,61,37.11340206185567,59499.99999999993,613.4020618556693
UNIQA,82,39,43,47.5609756097561,49657.14285714287,605.5749128919862
Figma,66,20,46,30.303030303030305,39514.28571428552,598.7012987012957
HuntingtonIngalls,90,33,57,36.666666666666664,53799.999999999476,597.7777777777719
Andritz,95,35,60,36.84210526315789,56585.71428571381,595.6390977443559
WasteConnections,96,34,62,35.41666666666667,56971.42857142716,593.4523809523663
EssexProperty,82,31,51,37.80487804878049,48357.142857141145,589.7212543553799
LumenTech,86,32,54,37.2093023255814,50385.71428571423,585.8803986710957
Neste,99,40,59,40.4040404040404,57607.14285714273,581.8903318903306
Nasdaq,88,34,54,38.63636363636363,50228.57142857113,570.7792207792173
AXA,96,40,56,41.66666666666667,54727.14285714303,570.0744047619065
DTTelekom,100,43,57,43.0,56997.142857142986,569.9714285714299
Prosus NV,103,37,66,35.92233009708738,58557.142857143095,568.5159500693504
Brenntag,80,30,50,37.5,44600.000000000095,557.5000000000011
NaturgyEnergy,127,56,71,44.09448818897638,70722.85714285736,556.8728908886407
RobertHalf,91,36,55,39.56043956043956,50371.428571428536,553.5321821036102
Paychex,92,34,58,36.95652173913043,50728.57142857151,551.3975155279512
Zimmer,102,38,64,37.254901960784316,56142.857142857596,550.4201680672313
BAESystems,100,42,58,42.0,54949.9999999999,549.499999999999
Manulife,93,37,56,39.784946236559136,50857.14285714256,546.8509984638985
Pinnacle,96,36,60,37.5,52428.57142857089,546.1309523809467
Heineken,97,36,61,37.11340206185567,52085.71428571432,536.9661266568487
Kimco,101,44,57,43.56435643564357,53957.14285714264,534.2291371994321
BeyondMeat,81,35,46,43.20987654320987,43100.00000000003,532.0987654320991
Continental,91,32,59,35.16483516483517,48357.14285714295,531.3971742543181
BureauVeritas,102,45,57,44.11764705882353,54050.00000000021,529.9019607843157
Moderna,94,32,62,34.04255319148936,49628.57142857148,527.9635258358668
Cisco,88,32,56,36.36363636363637,46385.714285713744,527.1103896103834
BRENTCash,93,37,56,39.784946236559136,48785.71428571505,524.5775729646779
OPAP,89,37,52,41.57303370786517,46625.71428571438,523.8844301765661
DassaultSystem,98,40,58,40.816326530612244,50602.85714285699,516.3556851311938
EURHUF,91,33,58,36.26373626373626,45915.71428571512,504.5682888540123
BallCorp,99,38,61,38.38383838383838,49014.28571428575,495.0937950937954
Aixtron,96,38,58,39.58333333333333,47057.1428571428,490.1785714285708
ElectronicArts,104,32,72,30.76923076923077,50942.85714285654,489.83516483515905
Tieto,95,42,53,44.21052631578947,46314.28571428581,487.51879699248224
AirFrance,96,39,57,40.625,46629.99999999996,485.7291666666663
Mattel,98,40,58,40.816326530612244,47571.42857142847,485.4227405247803
NorwegianAir,93,37,56,39.784946236559136,44985.7142857142,483.7173579109054
Dufry,87,35,52,40.229885057471265,42057.14285714264,483.41543513957055
InterContinental,93,34,59,36.55913978494624,44828.571428571326,482.0276497695842
Arcadis,93,31,62,33.33333333333333,44542.857142856956,478.95545314899954
LeroySeafood,98,38,60,38.775510204081634,46685.714285714144,476.38483965014433
Vornado,93,35,58,37.634408602150536,44000.0000000001,473.11827956989356
ZillowGroup,84,30,54,35.714285714285715,39228.571428571275,467.0068027210866
McDonalds,102,35,67,34.31372549019608,46471.42857143009,455.6022408963735
AVAXUSD,99,39,60,39.39393939393939,44999.9999999999,454.54545454545354
UnitedAirlines,108,39,69,36.11111111111111,49042.85714285724,454.10052910052997
Lanxess,87,34,53,39.08045977011494,39114.285714285885,449.58949096880326
Lyft,98,35,63,35.714285714285715,43771.42857142849,446.6472303206989
Monster,95,36,59,37.89473684210527,42357.1428571426,445.86466165413265
COMPUSD,92,35,57,38.04347826086957,40871.42857142877,444.2546583850953
DicksSporting,83,30,53,36.144578313253014,36328.571428570605,437.69363166952536
IntermediateCapital,100,42,58,42.0,43542.85714285718,435.4285714285718
IDEX,99,37,62,37.37373737373738,42942.857142857036,433.7662337662327
AarealBank,75,34,41,45.33333333333333,31914.28571428563,425.5238095238084
AllyFinancial,101,40,61,39.603960396039604,42885.71428571413,424.61103253182307
Akamai,87,31,56,35.63218390804598,36842.85714285613,423.48111658455326
NNGroup,86,31,55,36.04651162790697,36371.42857142864,422.92358803986787
Chevron,99,38,61,38.38383838383838,41628.57142856995,420.4906204906056
Amadeus,96,37,59,38.54166666666667,40347.14285714262,420.28273809523563
Carrefour,93,44,49,47.31182795698925,38992.857142857174,419.27803379416315
VF,111,41,70,36.93693693693694,46400.000000000044,418.01801801801844
XpInc,82,31,51,37.80487804878049,34185.71428571427,416.89895470383254
SGS,99,38,61,38.38383838383838,41142.85714285785,415.58441558442274
NYBancorp,90,35,55,38.88888888888889,37285.71428571421,414.2857142857134
IngersollRand,104,39,65,37.5,42671.42857142815,410.30219780219375
AresCapital,85,36,49,42.35294117647059,34557.142857143066,406.55462184874193
JeronimoMartins,96,39,57,40.625,38700.00000000005,403.1250000000005
Chipotle,98,35,63,35.714285714285715,39385.714285714406,401.89504373177965
CAImmobilien,101,44,57,43.56435643564357,40528.571428571464,401.2729844413016
OILCash,103,39,64,37.86407766990291,40999.999999999876,398.0582524271833
CreditAgric,96,42,54,43.75,38035.71428571425,396.2053571428568
ExxonMobil,75,27,48,36.0,29557.14285714226,394.0952380952301
Valmet,88,33,55,37.5,34018.57142857152,386.5746753246764
Leonardo,104,36,68,34.61538461538461,40118.57142857107,385.7554945054911
SevernTrent,89,34,55,38.20224719101123,34271.4285714286,385.0722311396472
AuroraCannabis,101,41,60,40.5940594059406,38871.42857142867,384.86562942008584
HostHotels,97,40,57,41.23711340206185,37042.857142857,381.8851251840928
Constellation,76,27,49,35.526315789473685,28471.428571426477,374.6240601503484
OILMn-FEB26,107,41,66,38.31775700934579,40042.85714285739,374.23230974633077
OIL-FEB26,107,41,66,38.31775700934579,40042.85714285739,374.23230974633077
NewsCorp,99,36,63,36.36363636363637,36899.99999999988,372.72727272727155
Ecolab,97,35,62,36.08247422680412,35942.85714285809,370.544918998537
FreseniusMedical,90,35,55,38.88888888888889,33114.28571428595,367.93650793651057
Leggett&Platt,90,34,56,37.77777777777778,33028.57142857143,366.984126984127
Wartsila,104,41,63,39.42307692307692,38128.57142857145,366.6208791208793
DeutschPost,98,37,61,37.755102040816325,35927.14285714282,366.60349854227366
AtmosEnergy,92,34,58,36.95652173913043,33571.42857142761,364.90683229812623
Xylem,102,38,64,37.254901960784316,36757.14285714489,360.36414565828323
Alcoa,93,34,59,36.55913978494624,33457.142857142986,359.7542242703547
Galapagos,99,36,63,36.36363636363637,35608.57142857137,359.6825396825391
Fossil,89,38,51,42.69662921348314,31428.571428571457,353.1300160513647
DCC,108,39,69,36.11111111111111,37885.714285713875,350.793650793647
Rivian,88,30,58,34.090909090909086,30671.428571428594,348.5389610389613
Adecco,95,36,59,37.89473684210527,33085.71428571438,348.2706766917303
Philips,102,39,63,38.23529411764706,35417.14285714287,347.2268907563026
Rite-Aid,89,40,49,44.9438202247191,30828.57142857141,346.3884430176563
Globalfoundries,113,40,73,35.39823008849557,39042.857142856636,345.51201011377555
Franklin,95,36,59,37.89473684210527,32814.285714285696,345.41353383458625
CaraTherapeutics,96,42,54,43.75,32742.857142857138,341.0714285714285
Urban,98,37,61,37.755102040816325,33071.42857142883,337.46355685131454
SHELL,106,42,64,39.62264150943396,35705.714285714304,336.846361185984
EquityResidential,85,32,53,37.64705882352941,28628.571428571144,336.8067226890723
Corning,97,33,64,34.02061855670103,32614.285714285812,336.22974963181247
Newell,107,44,63,41.1214953271028,35828.57142857146,334.846461949266
PPL,89,35,54,39.325842696629216,29457.14285714318,330.97913322632786
CabotOil&Gas,83,32,51,38.55421686746988,26828.571428571464,323.2358003442345
DavideCampari,95,46,49,48.421052631578945,30314.285714285703,319.09774436090214
Quest,100,38,62,38.0,31128.57142857225,311.2857142857225
BancaGenerali,84,30,54,35.714285714285715,26128.57142857092,311.0544217687014
SpiraxSarco,86,30,56,34.883720930232556,26428.57142857164,307.3089700996702
Software,92,34,58,36.95652173913043,27628.5714285715,300.310559006212
VMware,101,35,66,34.65346534653465,30071.428571428085,297.7369165487929
Pfizer,91,33,58,36.26373626373626,27028.571428571664,297.0172684458425
Westrock,92,34,58,36.95652173913043,26828.571428571173,291.61490683229533
T-Immobilien,104,42,62,40.38461538461539,30271.428571428547,291.0714285714283
Daimler Truck,110,39,71,35.45454545454545,31328.571428571526,284.8051948051957
PGS,92,40,52,43.47826086956522,25797.142857142848,280.40372670807443
UPM-Kymmene,96,36,60,37.5,26611.428571428612,277.20238095238136
AOSmith,96,36,60,37.5,26214.285714284993,273.0654761904687
LundinEnergy,99,39,60,39.39393939393939,26842.85714285721,271.1399711399718
Ashtead,98,35,63,35.714285714285715,26528.571428571602,270.69970845481225
Alliance,88,32,56,36.36363636363637,23700.000000000484,269.3181818181873
Engie,95,40,55,42.10526315789473,25512.857142857127,268.5563909774434
AAVEUSD,93,31,62,33.33333333333333,24757.14285714152,266.2058371735647
FinecoBank,85,35,50,41.17647058823529,22500.000000000004,264.7058823529412
Renault,92,32,60,34.78260869565217,24014.28571428539,261.0248447204934
Bunzl,89,34,55,38.20224719101123,23228.57142857151,260.9951845906911
CHRobinson,105,38,67,36.19047619047619,27214.285714283615,259.18367346936776
Alten,106,38,68,35.84905660377358,26884.28571428549,253.62533692722158
LTCUSD,94,35,59,37.234042553191486,23728.57142857126,252.43161094224746
HelmerichAndPayne,84,32,52,38.095238095238095,20928.571428571246,249.1496598639434
UnionPacific,87,32,55,36.7816091954023,21614.2857142865,248.44006568145403
AalbertsIndustries,84,33,51,39.285714285714285,20757.142857142724,247.10884353741338
Novavax,101,40,61,39.603960396039604,24942.857142857123,246.95898161244676
Workday,99,37,62,37.37373737373738,24142.8571428559,243.8672438672313
DeutschBank,98,37,61,37.755102040816325,23778.571428571577,242.6384839650161
Viatris,92,34,58,36.95652173913043,21814.285714285703,237.1118012422359
PlugPower,92,34,58,36.95652173913043,21800.000000000015,236.95652173913058
PitneyBowes,96,37,59,38.54166666666667,22742.85714285721,236.9047619047626
Repsol,104,40,64,38.46153846153847,24072.857142857265,231.4697802197814
Elekta,93,34,59,36.55913978494624,21485.714285714337,231.0291858678961
Storebrand,96,33,63,34.375,22034.2857142858,229.52380952381043
ViacomCBS,86,31,55,36.04651162790697,19128.571428571537,222.42524916943648
Greggs,94,36,58,38.297872340425535,20899.9999999998,222.34042553191276
Gentex,99,39,60,39.39393939393939,21999.999999999913,222.22222222222135
NBG,94,36,58,38.297872340425535,20720.0,220.4255319148936
ONEOK,105,41,64,39.04761904761905,23042.85714285696,219.45578231292342
RioTinto,111,42,69,37.83783783783784,24198.571428571635,218.00514800514986
AMS,100,38,62,38.0,21657.1428571429,216.57142857142898
SSE,94,36,58,38.297872340425535,20342.857142857232,216.41337386018333
Dieteren,90,31,59,34.44444444444444,19431.428571428154,215.90476190475727
MerlinProperties,86,36,50,41.86046511627907,18262.857142857138,212.3588039867109
VICI,95,34,61,35.78947368421053,20057.142857142735,211.1278195488709
Ubisoft,92,36,56,39.130434782608695,19391.42857142846,210.77639751552672
Smith,96,42,54,43.75,20061.42857142854,208.97321428571396
HugoBoss,78,30,48,38.46153846153847,16285.714285714195,208.79120879120762
Mota-Engil,95,39,56,41.05263157894737,19787.142857142866,208.2857142857144
Interpump,97,38,59,39.175257731958766,20070.000000000502,206.90721649485053
Victrex,90,38,52,42.22222222222222,18402.857142857167,204.47619047619074
BauschHealth,91,38,53,41.75824175824176,18528.571428571417,203.61067503924633
Morphosys,104,37,67,35.57692307692308,21171.42857142916,203.5714285714342
Huntsman,84,32,52,38.095238095238095,16871.42857142868,200.85034013605573
Catalent,98,36,62,36.734693877551024,19599.999999999676,199.9999999999967
Acerinox,93,36,57,38.70967741935484,18514.285714285747,199.07834101382522
CSX,100,37,63,37.0,19628.571428571653,196.28571428571652
PetroleoBra,92,33,59,35.869565217391305,17728.571428571435,192.70186335403733
MetsoOutotec,115,41,74,35.65217391304348,22001.428571428543,191.31677018633516
PernodRicard,104,35,69,33.65384615384615,19771.428571428667,190.10989010989104
Xerox,84,34,50,40.476190476190474,15857.142857142822,188.77551020408123
GoDaddy,96,34,62,35.41666666666667,17642.85714285695,183.77976190475988
Weibo,81,29,52,35.80246913580247,14814.28571428573,182.89241622574974
Voestalpine,80,26,54,32.5,14314.28571428587,178.92857142857338
VistryGroup,101,40,61,39.603960396039604,17622.857142857156,174.48373408769461
TCEnergy,97,34,63,35.051546391752574,16771.428571428558,172.90132547864494
Edison,92,34,58,36.95652173913043,15871.42857142841,172.5155279503088
Halliburton,92,33,59,35.869565217391305,15757.14285714271,171.27329192546424
GoPro,91,33,58,36.26373626373626,15499.99999999999,170.32967032967022
Ocado,84,37,47,44.047619047619044,14070.000000000011,167.50000000000014
WPP,91,37,54,40.65934065934066,14985.714285714328,164.6781789638937
UnderArmour,77,30,47,38.961038961038966,12671.428571428549,164.56400742115
Fugro,93,38,55,40.86021505376344,15242.857142857105,163.9016897081409
Prosiebensat,90,34,56,37.77777777777778,14714.285714285697,163.4920634920633
Viscofan,92,37,55,40.21739130434783,14768.57142857182,160.52795031056326
Nexity,87,34,53,39.08045977011494,13917.14285714288,159.96715927750438
Beazley,95,40,55,42.10526315789473,15064.285714285785,158.57142857142932
Salzgitter,93,32,61,34.40860215053764,14728.571428571528,158.37173579109168
Amplifon,108,41,67,37.96296296296296,17001.428571428703,157.42063492063613
Himax,75,26,49,34.66666666666667,11771.428571428567,156.9523809523809
LiAuto,86,31,55,36.04651162790697,13428.571428571227,156.14617940199102
DISH,77,29,48,37.66233766233766,12014.28571428571,156.02968460111313
Goodyear,83,31,52,37.34939759036144,12928.57142857143,155.7659208261618
Church&Dwight,88,31,57,35.22727272727273,13685.71428571451,155.51948051948307
Weir,109,38,71,34.862385321100916,16777.142857143066,153.918741808652
J&J,92,32,60,34.78260869565217,14128.571428570202,153.57142857141523
Colruyt,89,33,56,37.07865168539326,13314.285714285958,149.59871589085344
KeurigDrPepper,98,36,62,36.734693877551024,14628.571428571533,149.27113702624013
